sentence,best_code
비가 오면 문을 닫고 1시간 뒤에 체크해서 비가 안오면 문을 다시 열어줘.,
외부 미세먼지 농도가 2000 이상이면 문을 닫고 4시간 뒤에 밸브를 잠궈줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_pm25Weather >= 2000) {\n  (#Door).doorControl_close()\n  wait until (#Clock).clock_delay(14400000)\n  (#Valve).valveControl_lock()\n}'}]"
사이렌을 응급 모드로 울리고 5초 뒤에 사이렌 모드를 화재 모드로 바꿔줘.,
조명 밝기를 30으로 설정했다가 10분 뒤에 80으로 올려줘.,"[{'name': 'AdjustLightBrightness', 'cron': '', 'period': 600000, 'code': 'brightness = 30\n(#Light).moveToBrightness(brightness)\nclock_delay(600000)\nbrightness = 80\n(#Light).moveToBrightness(brightness)'}]"
로봇 청소기를 자동 모드로 시작하고 30분 뒤에 수동 모드로 바꿔줘.,
스피커 볼륨을 20으로 설정하고 10분 뒤에 40으로 높여줘.,
제습기를 건조 모드로 작동시키고 1시간 뒤에 리프레쉬 모드로 바꿔줘.,
거실의 모든 전등을 켜고 1시간 뒤에 꺼줘.,
집안의 재실 센서가 하나라도 감지되면 10초 뒤에 모든 긴급 사이렌을 울려줘.,
주방의 모든 벨브를 열고 5분 뒤에 다시 잠궈줘.,
안방의 모든 블라인드를 닫고 2시간 뒤에 다시 열어줘.,
복도의 조명이 하나라도 켜지면 5분 뒤에 거실의 모든 조명을 꺼줘.,
연구실의 모든 제습기를 켜고 4시간 뒤에 꺼줘.,
사무실의 공기청정기가 하나라도 수면모드로 바뀌면 10분 뒤에 조명을 꺼줘.,
창고의 모든 도어락을 잠그고 1분 뒤에 긴급 사이렌을 울려줘.,
테라스의 어느 조도 센서라도 100 럭스 이상이 되면 5초 뒤에 모든 블라인드를 올려줘.,
데이터 센터의 어느 온도 센서라도 30도 이상이 되면 1분 뒤에 모든 에어컨을 냉방 모드로 작동시켜줘.,
주방 조명을 켜고 10초 뒤에 주방 제습기를 켜줘.,
서재 공기청정기를 강풍으로 틀고 2시간 뒤에 꺼줘.,
욕실 조명을 끄고 5분 뒤에 켜줘.,
회의실 문을 닫고 3초 뒤에 회의실 카메라로 촬영해줘.,
"지금 와인 셀러 온도를 체크하고 10분뒤에 다시 체크해서 1도 이상 차이가 나면, 스피커로 온도가 급변했다고 안내해줘.",
"온도가 28도 이상이고 습도가 70% 이상이면, 에어컨을 냉방 모드로 설정하고 온도를 24도로 맞춰줘.",
"이산화탄소 농도가 1200ppm 이상이고 사람이 감지되고 있으면, 공기청정기를 강풍으로 바꾸고 스피커로 경고해줘.",
"비가 오고 있고 습도가 80% 이상이면, 제습기를 건조 모드로 작동시키고 ""비가 오고 습도가 높습니다""라고 스피커로 출력해줘.",
"소음 수치가 70 이상이고 집에 아무도 없으면, 카메라로 사진을 찍고 경찰 사이렌을 울려줘.",
"조도가 100 럭스 이하이고 사람이 감지되고 있으면, 스피커 볼륨을 30으로 설정하고 relax.mp3 음악을 재생해줘.",
"미세먼지 농도가 150 이상이고 문이 열려 있으면, 문을 닫고 공기청정기를 강풍으로 작동시켜줘.",
"비가 오고 아무도 없는 상태면, 도어락을 잠그고 밸브를 차단해줘.",
"오븐이 가열 중이고 아무도 없으면, 오븐을 보온 모드로 변경하고 스피커로 보온 모드로 변경했다고 알려줘.",
"소음이 80 이상이고 사람이 없으면, 스피커 재생을 멈추고 긴급 사이렌을 울려줘.",
"이산화탄소가 1500ppm 이상이고 블라인드가 닫혀있으면, 공기청정기를 자동 모드로 켜고 블라인드를 올려줘.",
"온도가 18도 이하이고 사람이 감지되고있으면, 에어컨을 난방 모드로 설정하고 22도로 조절해줘.",
"비가 오고 문이 열려 있으면, 문을 닫고 제습기를 내부케어 모드로 작동시켜줘.",
"사람이 있는데 연기가 감지되고 있으면, 사이렌을 화재 모드로 울리고 스피커로 ""대피하세요""라고 해줘.",
"수압이 100 이상이고 사람이 없으면, 밸브를 잠그고 긴급 사이렌을 울려줘.",
"움직임이 감지되지 않는데 문이 열려 있으면, 사진을 찍고 스피커로 ""경고""라고 말해줘.",
"거실에 사람이 있고 주방에서 연기가 감지되고 있으면, 거실 스피커로 주방에 연기가 감지되었다고 출력하고 주방 밸브를 잠궈줘.",
"안방의 온도가 26도 이상이고 창문이 열려 있으면, 창문을 닫고 에어컨을 켜줘.",
"차고에서 움직임이 감지되고 있고 메인 사이렌이 꺼져있으면, 비상 사이렌을 울리고 차고 사진을 찍어줘.",
"서재 이산화탄소가 1000ppm 이상이고 공기청정기가 수면 모드이면, 자동 모드로 바꾸고 스피커로 ""공기청정기를 자동모드로 변경합니다""라고 말해줘.",
"욕실 습도가 85% 이상이고 욕실 문이 닫혀 있으면, 조명을 켜고 문을 열어줘.",
"현관에서 인식된 얼굴 ID가 ""가족""이고 도어락이 잠겨 있으면, 도어락을 풀고 문을 열어줘.","[{'name': 'UnlockDoor', 'cron': '', 'period': -1, 'code': 'if ((#FaceRecognizer).RecognizedResult == ""가족"") {\n  if ((#DoorLock).DoorLockState == ""locked"") {\n    (#DoorLock).Unlock()\n    (#Door).Open()\n  }\n}'}]"
"정원 조도가 50 미만이고 테라스 조명이 꺼져 있으면, 조명을 켜고 정원 스피커로 조명을 켠다고 말해줘.","[{'name': 'GardenLighting', 'cron': '', 'period': -1, 'code': 'if ((#LawnLighting).lawnLighting_level < 50 && (#TerraceLight).switch_switch == ""off"") {\n  (#TerraceLight).switch_on()\n  (#LawnSpeaker).speaker_Speak(""정원 조도가 50 미만이고 테라스 조명이 꺼져 있어요. 조명을 켜줘"")\n}'}]"
"비가 오고 거실 창문이 열려 있으면, 창문을 닫고 건조기를 건조 모드로 설정해줘.","[{'name': 'RainyWindowCloseAndDehumidifierMode', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  if ((#Window).windowControl_window == ""open"") {\n    (#Window).windowControl_close()\n    (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""drying"")\n  }\n}'}]"
"아기방 소리가 50dB 이상이고 거실 스피커가 멈춘 상태면, 거실 스피커로 아기가 깼다고 말하고 lullaby.mp3 파일 재생을 시작해줘.","[{'name': 'BabyRoomNoiseAlert', 'cron': '', 'period': -1, 'code': 'if ((#BabyRoomSoundSensor).soundSensor_soundLevel >= 50 && (#LivingRoomSpeaker).speakerPlaybackState == ""stopped"") {\n  (#LivingRoomSpeaker).speaker_Speak(""아기가 깼어요"")\n  (#LivingRoomSpeaker).speaker_PlaybackStart(""lullaby.mp3"")\n}'}]"
"서버실 온도가 30도 이상이고 에어컨이 꺼져 있으면, 에어컨을 냉방 모드로 켜고 메인 사이렌을 긴급 모드로 울려줘.","[{'name': 'ServerRoomTempControl', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0 and (#AirConditioner).airConditionerMode == ""off"") {\n  (#AirConditioner).airConditionerMode_setMode(""cool"")\n  (#Alarm).alarm_siren_setMode(""emergency"")\n}'}]"
"와인 셀러 온도가 15도 이상이고 습도가 60% 이상이면, 에어컨을 켜고 가습기를 꺼줘.","[{'name': 'CoolAndDehumidify', 'cron': '', 'period': -1, 'code': 'if ((#WineCellar).temperatureMeasurement_temperature >= 15.0 and (#WineCellar).humidityMeasurement_humidity >= 60.0) {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""cool"")\n  (#Humidifier).HumidifierMode_setHumidifierMode(""off"")\n}'}]"
"지하에서 누수가 감지되고 메인 밸브가 열려 있으면, 모든 메인 밸브를 잠그고 경찰 사이렌을 울려줘.","[{'name': 'LeakDetectionAlert', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakStatus_leak == ""detected"") {\n  if ((#MainValve).valveState_valve == ""open"") {\n    all(#MainValve).valveState_lock()\n    (#PoliceSiren).sirenMode_setSirenMode(""emergency"")\n  }\n}'}]"
"창고 미세먼지가 100 이상이고 공기청정기가 자동 모드이면, 모드를 강풍 모드로 바꾸고 창고 스피커로 ""강풍 모드로 전환합니다""라고 말해줘.","[{'name': 'WarehouseDustAndFanMode', 'cron': '', 'period': -1, 'code': 'if ((#DustSensor).dustSensor_fineDustLevel >= 100 && (#AirPurifier).airPurifierMode == ""auto"") {\n  (#AirPurifier).airPurifierMode_setMode(""strong"")\n  (#Speaker).Speaker_Speak(""강풍 모드로 전환되었습니다"")\n}'}]"
"게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.","[{'name': 'AutoACAdjustment', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor_GuestRoom).motionDetection_motion == ""detected"") {\n  if ((#AirConditioner_GuestRoom).airConditionerMode == ""off"") {\n    (#AirConditioner_GuestRoom).airConditionerMode_setMode(""auto"")\n    (#AirConditioner_GuestRoom).airConditionerMode_setTemperature(24)\n  }\n}'}]"
"거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.","[{'name': 'LivingRoomAutomation', 'cron': '', 'period': -1, 'code': 'if ((#Light).Light_Brightness >= 50) {\n  (#Blind).Blind_Close()\n  (#AirConditioner).AirConditionerMode_SetAirConditionerMode(""auto"")\n}'}]"
10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,"[{'name': 'TemperatureCheckAndCool', 'cron': '', 'period': 600000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""cool"")\n}'}]"
"30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","[{'name': 'TemperatureControl', 'cron': '', 'period': 1800000, 'code': 'currentTemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (currentTemp >= 30.0) {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""cool"")\n} else if (currentTemp > 20.0 && currentTemp < 30.0) {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""auto"")\n}'}]"
매일 자정에 도어락을 잠궈줘.,"[{'name': 'LockDoorAtMidnight', 'cron': '0 0 * * *', 'period': -1, 'code': '(#DoorLock).lock()'}]"
주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"[{'name': 'LeakDetectionAlert', 'cron': '0 15 * * 0,6', 'period': -1, 'code': 'if ((#LeakSensor).leakStatus == ""detected"") {\n  (#Siren).Siren_SoundAlarm()\n}'}]"
매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,"[{'name': 'RiceCookerWarmMode', 'cron': '0 7 * * *', 'period': -1, 'code': '(#RiceCooker).RiceCookerMode_setRiceCookerMode(""warm"")'}]"
주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,
밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,
평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,
새해가 되면 로봇팔로 인사해줘.,
평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,"[{'name': 'AutoCleanRiceCooker', 'cron': '0 7 * * 1-5', 'period': -1, 'code': '(#RiceCooker).RiceCookerMode_setRiceCookerMode(""autoClean"")'}]"
월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,"[{'name': 'WeatherInfoAnnouncement', 'cron': '0 6 * * 1,4', 'period': -1, 'code': '(#WeatherProvider).GetWeatherInfo(37.498, 127.028)\n(#Speaker).mediaPlayback_speak(""Today\'s weather is: "")\n(#Speaker).mediaPlayback_speak(weatherInfo)'}]"
1시간마다 스피커 볼륨을 10씩 올려줘.,"[{'name': 'IncreaseSpeakerVolume', 'cron': '', 'period': 3600000, 'code': 'volume = (#Speaker).Speaker_Volume\nvolume += 10\n(#Speaker).Speaker_SetVolume(volume)'}]"
"월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.","[{'name': 'SafetyCheck', 'cron': '0 8 * * 1', 'period': -1, 'code': 'if ((#Safe).safe_state == ""locked"" and (#DoorLock).door_lock_state == ""locked"") {\n  (#Speaker).speaker_speak(""안전합니다"")\n}'}]"
저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,"[{'name': 'RobotCleanerCheck', 'cron': '0 19 * * *', 'period': 1800000, 'code': 'if ((#RobotVacuumCleaner).robotVacuumCleanerMode == ""stop"") {\n  (#RobotVacuumCleaner).robotVacuumCleanerMode_setRobotVacuumCleanerMode(""auto"")\n}'}]"
정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,
오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,"[{'name': 'AnnounceDinnerMenu', 'cron': '0 18 * * *', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#MenuProvider).Menu)'}]"
"오후 11시에 금고가 열려있거나 도어락이 열려있으면, 스피커로 ""금고와 도어락을 확인하세요""라고 말해줘.","[{'name': 'SecurityCheck', 'cron': '0 23 * * *', 'period': -1, 'code': 'if ((#Safe).safe_state == ""open"" or (#DoorLock).door_lock_state == ""open"") {\n  (#Speaker).speaker_speak(""금고와 도어락을 확인하세요"")\n}'}]"
"30분마다 체크해서 온도가 30도 이상이면 목표 온도를 25도로 설정하고, 23도 미만이면 26도로 설정해줘.","[{'name': 'TemperatureAdjustment', 'cron': '', 'period': 1800000, 'code': 'currentTemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (currentTemp >= 30.0) {\n  (#Heater).Heater_SetTemperature(25)\n} else if (currentTemp < 23.0) {\n  (#Heater).Heater_SetTemperature(26)\n}'}]"
10분마다 습도를 체크해서 50 이상이면 가습기를 끄고 20 이하면 가습기를 켜고 자동모드로 설정해줘.,"[{'name': 'HumidityMonitor', 'cron': '', 'period': 600000, 'code': 'humidity = (#HumiditySensor).HumiditySensor_relativeHumidity\nif (humidity >= 50) {\n  (#Humidifier).HumidifierMode_setHumidifierMode(""off"")\n} else if (humidity <= 20) {\n  (#Humidifier).HumidifierMode_setHumidifierMode(""auto"")\n}'}]"
1시간마다 미세먼지 농도를 체크해서 200 이상이면 공기청정기를 강풍모드로 설정하고 100 이하이면 미풍모드로 설정해줘.,
5분마다 체크해서 충전기가 완충됐으면 충전기를 꺼줘.,
크리스마스가 되면 불을 빨간색으로 바꿔줘.,"[{'name': 'ChristmasRedLight', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_month == 12 and (#Clock).clock_day == 25) {\n  (#Light).Light_SetColor(""255|0|0"")\n}'}]"
"크리스마스에 1시간마다 스피커로 ""Christmas.mp3""을 재생해줘.","[{'name': 'ChristmasMusic', 'cron': '0 0 * * 25', 'period': 3600000, 'code': '(#Speaker).Speaker_Play(""Christmas.mp3"")'}]"
지금부터 자정까지 30분마다 현재 시각을 스피커로 출력해줘.,"[{'name': 'TimeAnnouncement', 'cron': '', 'period': 1800000, 'code': '(#Speaker).Speaker_Speak((#Clock).clock_datetime)'}]"
지금부터 오후 3시까지 10분마다 긴급 사이렌을 5초간 울렸다 꺼줘.,
오후 6시에 벽에 있는 홀수 태그가 붙은 블라인드 높이를 모두 50%로 조절해줘.,
주말에 2시간마다 거실에 있는 로봇 청소기들을 모두 반복 모드로 설정해줘.,"[{'name': 'WeeklyRoomVacuumCleaner', 'cron': '0 0 * * 0,6', 'period': 7200000, 'code': 'all(#LivingRoom_RobotVacuumCleaner).robotVacuumCleanerMode_setRobotVacuumCleanerMode(""repeat"")'}]"
"그룹 2에 속한 습도 센서들을 1분마다 체크해서 모두 50% 이상이면, 모든 제습기를 리프레쉬 모드로 설정해줘.","[{'name': 'HumidityCheckAndRefresh', 'cron': '', 'period': 60000, 'code': ""if (any(#Group2_HumiditySensor).relativeHumidityMeasurement_humidity >= 50) { all(#Group2_Humidifier).SetHumidifierMode('refreshing') }""}]"
밤 11시에 짝수 태그가 붙은 모든 문을 닫아줘.,"[{'name': 'CloseEvenTaggedDoorsAtNight', 'cron': '0 23 * * *', 'period': -1, 'code': 'all(#EvenTaggedDoor).doorControl_close()'}]"
매일 아침 7시에 구역1에 있는 모든 블라인드를 올려줘.,"[{'name': 'MorningBlindUp', 'cron': '0 7 * * *', 'period': -1, 'code': 'all(#Area1_Blind).windowShade_up()'}]"
밤 7시에 1층에 사람이 없으면 불을 다 꺼주고 2층은 8시에 사람이 없으면 불을 다 꺼줘.,"[{'name': 'NightLightControl', 'cron': '0 19 * * *', 'period': -1, 'code': 'if ((#Floor1_PresenceSensor).presenceSensor_presence == ""absent"") {\n  all(#Floor1_Light).switch_off()\n}\n\nif ((#Clock).clock_hour == 8) {\n  if ((#Floor2_PresenceSensor).presenceSensor_presence == ""absent"") {\n    all(#Floor2_Light).switch_off()\n  }\n}'}]"
"섹터1의 모든 도어락을 1시간마다 확인해서, 하나라도 열려 있으면 해당 섹터의 모든 조명을 빨간색으로 바꿔줘.","[{'name': 'CheckDoorLocksAndChangeLights', 'cron': '', 'period': 3600000, 'code': 'any(#Sector1_DoorLock).doorLockState == ""open"" { (#Sector1_Light).colorControl_setColor(""255|0|0"") }'}]"
평일 오후 6시에 사무실의 재실 센서가 부재 상태를 나타내면 사무실 에어컨과 가습기를 전부 꺼줘.,
"아침 8시에 홀수 태그가 붙은 블라인드를 모두 열어주고, 9시에는 짝수 태그가 붙은 모든 블라인드를 열어줘.",
"주말 동안 공장의 모든 펌프를 30분마다 확인해서, 켜진 펌프가 하나라도 있으면 모두 꺼주고 ""test@example.com""에게 ""위험"" 제목으로 ""펌프가 켜졌습니다""라는 내용의 메일 보내줘.",
"밤 10시에 거실에 사람이 감지되면, 모든 불을 켜줘.",
"자정에 복도에 움직임이 감지되면, 복도의 모든 조명을 100%로 켜줘.",
"자정부터 오전 5시까지 1시간마다 체크해서 문이 하나라도 열려있으면, 복도의 조명을 모두 50%로 켜줘.",
"밤 10시부터 11시까지 움직임이 한번도 감지되지 않았으면, 모든 도어락을 잠궈줘.",
아침 9시에 3층의 짝수 태그가 붙은 블라인드를 모두 올려줘.,"[{'name': 'Morning9AMRaiseEvenFloorBlinds', 'cron': '0 9 * * *', 'period': -1, 'code': 'all(#EvenTaggedBlind).windowShade_up()'}]"
매일 아침 8시에 조명을 켜 줘.,"[{'name': 'MorningLightOn', 'cron': '0 8 * * *', 'period': -1, 'code': '(#Light).switch_on()'}]"
매일 아침 8시에 스피커로 ‘일어나세요’라고 말해 줘. 그리고 창문이 닫혀있으면 열어줘.,"[{'name': 'GoodMorningAndOpenWindow', 'cron': '0 8 * * *', 'period': -1, 'code': 'if ((#Window).windowControl_window == ""closed"") {\n  (#Window).windowControl_open()\n}\n(#Speaker).Speaker_Speak(""일어나세요"")'}]"
오후 10시부터 11시까지 30초마다 비를 감지해서 비가 오면 창문을 닫아줘.,"[{'name': 'RainDetectionAndWindowClosure', 'cron': '0 22 * * *', 'period': 180000, 'code': 'if ((#RainSensor).rainStatus == ""on"") {\n  (#Window).windowControl_close()\n}'}]"
"주말에 5초마다 체크해서 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼줘.","[{'name': 'PumpToggle', 'cron': '', 'period': 5000, 'code': ""weekend := (#Clock).clock_weekday\nif ((weekend != 'saturday') and (weekend != 'sunday')) {\n  break\n}\npumpStatus := (#Pump).pumpMode\nif (pumpStatus == 'off') {\n  (#Pump).pumpMode_setPumpMode('normal')\n} else {\n  (#Pump).pumpMode_setPumpMode('off')\n}""}]"
"15분마다 온도를 측정해서 25도 이상이면 에어컨을 냉방 모드로 켜고, 25도 미만이면 꺼줘.","[{'name': 'TemperatureControl', 'cron': '', 'period': 900000, 'code': 'currentTemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (currentTemp >= 25.0) {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""cool"")\n} else {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""off"")\n}'}]"
오후 10시부터 11시까지 5분마다 체크해서 충전이 완료되면 꺼줘.,"[{'name': 'BatteryCheck', 'cron': '', 'period': 300000, 'code': 'if ((#Charger).ChargingState_chargingState == ""fullyCharged"") {\n  (#Charger).ChargingState_stop()\n}'}]"
오전 8시에 고효율 태그가 붙은 공기청정기를 켜고 자동모드로 설정해줘.,
오후 6시에 창문이 하나라도 열려있으면 모두 닫아줘.,"[{'name': 'CloseAllWindows', 'cron': '0 18 * * *', 'period': -1, 'code': 'if (any(#Window).windowControl_window == ""open"") {\n  all(#Window).windowControl_close()\n}'}]"
오후 1시에 블라인드를 모두 열어줘.,
오후 6시부터 8시까지 1층에 사람이 감지되면 1층 불을 다 켜줘.,
1시간마다 문을 열었다 닫았다 반복해줘.,
오후 1시부터 3시까지 5분마다 벨브를 열었다 닫았다 반복해줘.,
30분마다 거실 공기청정기를 수면모드와 자동모드 사이에서 전환해줘.,
10분마다 창문을 열었다 닫았다 반복해줘.,
30분마다 공기청정기를 수면모드와 강풍모드 사이에서 전환해줘.,
습도가 30% 이하로 떨어질 때마다 가습기를 켜줘.,
비가 그칠 때마다 창문을 열어줘.,
소리 센서 값이 30을 넘길 때마다 공기 청정기를 수면모드로 바꿔줘.,
습도가 50% 밑으로 떨어질 때마다 제습기를 건조모드로 작동해줘.,
창문이 열릴 때마다 스피커로 '창문이 열렸습니다'라고 말해줘.,
움직임이 감지될 때마다 조명의 밝기를 10씩 높여줘. 최대 밝기가 되면 그만해.,
조도가 100룩스 미만이 될 때마다 조명을 켜줘.,
미세먼지 농도가 80보다 높아질 때마다 공기청정기를 강풍으로 설정해줘.,
이산화탄소 농도가 900ppm 이상이 될때마다 벨브를 닫아줘.,
온도가 30도 이상이 될 때마다 블라인드를 닫아줘.,
"문이 열리면 이후에 1분마다 스피커로 ""어서오세요""를 출력해줘.",
접촉센서가 닫히면 10초마다 경찰 사이렌을 울려줘.,
현관문이 열리면 그 후부터 5분마다 금고를 체크해서 잠겨있지 않으면 스피커로 금고가 열려있다고 출력해줘.,
"누수가 감지되면 즉시 밸브를 잠그고 1분마다 스피커로 ""누수가 감지되었습니다. 대피하세요""라고 출력해줘.",
연기가 감지되면 1분마다 긴급 사이렌을 5초간 울려줘.,
"자정이 되면 문을 닫고, 오전 6시까지 한 시간마다 조명을 체크해서 밝기가 30보다 크면 10으로 낮춰줘.",
"충전기 전압이 4V 이하로 떨어지면 30분마다 ""충전 전압이 낮습니다""라고 스피커로 말해줘.",
"연기가 감지되면 스피커로 화재를 알리고, 이후 5분마다 test@example.com으로 ""화재 경고""라는 제목과 ""화재가 발생했습니다. 대피하세요""라는 내용의 이메일을 보내줘.",
건조가 끝나면 10분마다 '세탁물을 꺼내세요'라고 스피커로 말해줘.,
움직임이 감지되면 그 뒤로 10초마다 사진을 찍어줘.,
"습도가 50% 이상이 될 때마다, 그룹1 태그가 붙은 제습기를 모두 건조모드로 작동시켜.",
조도가 200럭스보다 낮아질 때마다 모든 조명을 켜줘.,
"상단부에 있는 조명이 켜질 때마다, 하단부에 있는 조명도 켜줘.",
"조명 태그가 붙은 버튼이 눌릴때마다, 홀수 태그가 붙은 모든 조명의 밝기를 최대로 밝혀줘.",
"로봇 태그가 붙은 버튼이 눌릴때마다, 짝수 태그 로봇청소기들을 모두 자동모드로 작동시켜줘.",
"문이 열릴 때마다, 복도와 거실의 조명을 모두 켜줘.",
중단 태그가 달린 버튼이 눌릴때마다 짝수 태그가 붙은 장치들을 모두 꺼줘.,
"비가 올때마다, 모든 창문과 문을 닫아줘",
도어락이 잠길때마다 입구의 조명을 최대밝기로 10초 유지하다가 꺼줘.,
입구에 움직임이 감지될 때마다 입구 조명을 최대밝기로 켰다가 3초 뒤에 꺼줘.,
조도가 50럭스 미만으로 떨어질 때마다 주차장의 모든 쉐이드를 열어줘.,
서버 랙 습도가 70%보다 높아지면 연구실 제습기를 제습모드로 설정하고 1시간마다 습도를 다시 체크해서 50% 밑이면 제습기를 꺼줘.,
"주차장 이산화탄소 농도가 880ppm보다 높아지면, 10초마다 ""CO2 농도 위험""이라고 주차장 스피커로 출력해줘.",
"거실에서 연기가 감지되면 모든 화재 경보를 울리고, 10초마다 스피커로 ""대피하세요""라고 출력해줘.",
"1층에서 재실센서가 하나라도 감지되면, 1분마다 모든 긴급 사이렌을 3초간 울렸다 꺼줘.",
로비에서 움직임이 감지되면 30초마다 로비 사진을 찍어줘.,
"주방의 연기 감지기로 연기가 감지가 되면 거실 스피커로 10초마다 ""화재 발생""이라고 말해줘.",
주방의 누수 센서가 감지될 때마다 주방 카메라로 스트리밍을 시작해줘.,
마당에 있는 움직임 센서가 감지될 때마다 경찰 사이렌을 울려줘.,
멀티버튼의 버튼2가 눌릴 때마다 거실의 창문을 모두 열어줘.,
거실 블라인드를 1시간 간격으로 올렸다 내렸다 반복해줘.,
안방 창문을 2시간마다 열었다 닫았다 반복해줘.,
회의실 에어컨의 목표 온도를 1시간마다 25와 20으로 번갈아 설정해줘.,
"주차장의 차량 충전기가 완충될때마다, 스피커로 ""충전이 완료되었습니다""라고 말해줘.",
"회의실 문이 열릴 때마다, 조명의 밝기를 최대밝기로 켰다가 10초뒤에 꺼줘.",
아침마다 불 다 켜줘,
매일 9시에 불을 켜줘,"[{'name': 'TurnOnLightAt9AM', 'cron': '0 9 * * *', 'period': -1, 'code': '(#Light).switch_on()'}]"
매일 오후 9시에 불을 꺼줘,"[{'name': 'LightsOffAtNight', 'cron': '0 21 * * *', 'period': -1, 'code': '(#Light).switch_off()'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': '식기세척기건조모드설정', 'cron': '', 'period': -1, 'code': '(#Dishwasher).dishwasherMode_setDishwasherMode(""dry"")'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': 'SetDishwasherDryMode', 'cron': '', 'period': -1, 'code': '(#Dishwasher).dishwasherMode_setDishwasherMode(""dry"")'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': 'SetDishwasherDryMode', 'cron': '', 'period': -1, 'code': '(#Dishwasher).DishwasherMode_setDishwasherMode(""dry"")'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': '섹터2블라인드열기', 'cron': '', 'period': -1, 'code': 'all(#Sector2 #Blind).blind_open()'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Sector2_Blind).windowShade_open()'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Sector2_Blind).windowShade_open()'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': '섹터2블라인드열기', 'cron': '', 'period': -1, 'code': 'all(#Sector2 #Blind).blind_open()'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Sector2_Blind).windowShade_open()'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Sector2_Blind).windowShade_open()'}]"
매일 아침 블라인드가 닫히면 스피커로 '안녕'이라고 인사하는 시나리오,"[{'name': 'GoodMorningGreeting', 'cron': '0 6 * * *', 'period': -1, 'code': 'if ((#Blind).windowShade_state == ""closed"") {\n  (#Speaker).mediaPlayback_speak(""안녕"")\n}'}]"
Switch the dishwasher to dry mode.,"[{'name': 'SwitchDishwasherToDryMode', 'cron': '', 'period': 0, 'code': '(#Dishwasher).dishwasher_setdishwashermode(""dry"")'}]"
식기세척기를 건조 모드로 설정해줘.,"[{'name': '', 'cron': '', 'period': 0, 'code': ''}]"
