index,category_analysis,selected,test_no,command,command_english,connected_dievces,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],joi_pred_english_Qwen2.5-Coder:7B,cloud_similarity_english_Qwen2.5-Coder:7B,script_similarity_english_Qwen2.5-Coder:7B,response_time_english_Qwen2.5-Coder:7B,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,script_similarity_Qwen2.5-Coder:7B,response_time_Qwen2.5-Coder:7B,joi_pred_english_gpt-4.1-mini,cloud_similarity_english_gpt-4.1-mini,script_similarity_english_gpt-4.1-mini,response_time_english_gpt-4.1-mini,joi_pred_gpt-4.1-mini,cloud_similarity_gpt-4.1-mini,script_similarity_gpt-4.1-mini,response_time_gpt-4.1-mini
245,1,0,0,TV를 꺼줘.,Turn off the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tv_isOn == true) {\\n  (#TV).tv_turnOff()\\n""}",0.429,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
246,1,0,0,TV를 켜줘.,Turn on the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).switch_on()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tvControl_turnOn()""}",0.449,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
247,1,0,0,TV의 전원을 토글해줘.,Toggle the power of the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tv_power ==""}",0.292,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
248,1,0,0,TV 채널을 하나 내려줘.,Turn down a TV channel.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_channelDown()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tvControl_downChannel()""}",0.485,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
249,1,0,0,TV 채널을 하나 올려줘.,Upload a TV channel.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_channelUp()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tvChannel_up()""}",0.655,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
250,1,0,0,TV 채널을 7번으로 설정해줘.,Set the TV channel to 7.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_setTvChannel(7)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tv_setChannel(7)""}",0.689,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
251,1,0,0,TV 채널을 '9시 뉴스'로 설정해줘.,"Set the TV channel to ""9 o'clock news"".",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_setTvChannelName(\""9 o\""clock news\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tv_setChannel(""}",0.492,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
252,1,0,0,TV의 볼륨을 30으로 설정해줘.,Set the volume on the TV to 30.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioVolume_setVolume(30)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tv_setVolume(30)""}",0.623,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
253,1,0,0,TV의 볼륨을 낮춰줘.,Turn down the volume on the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioVolume_volumeDown()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tv_volume > 5) {\\n  (#TV).tv_volume = (#TV).tv_volume - 5\\n""}",0.316,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
254,1,0,0,TV의 볼륨을 높여줘.,Turn up the volume on the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioVolume_volumeUp()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tv_volume < 100) {\\n  (#TV).tv_setVolume((#TV).tv_volume + 10)\\n""}",0.28,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
255,1,0,0,TV를 음소거해줘.,Mute the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioMute_mute()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tv_muteStatus == false) {\\n  (#TV).tv_mute()\\n""}",0.385,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
256,1,0,0,TV의 음소거 상태를 해제해줘.,Unmute the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioMute_unmute()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tv_muteStatus ==""}",0.393,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
257,1,0,0,TV의 음소거 상태를 음소거로 설정해줘.,Set the TV's mute state to Mute.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioMute_setMute(\""muted\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tv_muteSet_mute(""}",0.519,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
258,2,1,0,현재 실내 온도가 25도 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the current room temperature is above 25 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 25) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Thermometer).thermometer_temperature >= 25.0) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.744,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,3.354,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 25.0) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,4.09,"[{'name': 'AlarmSirenOnHighTemp', 'cron': '', 'period': -1, 'code': 'temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (temp > 25.0) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,1.658,"[{'name': 'SoundAlarmIfHot', 'cron': '', 'period': -1, 'code': 'temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (temp > 25.0) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,2.464
259,2,0,0,밸브가 열린 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the valve is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Valve).valve_valve == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Valve).valveState_currentState ==""}",0.71,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
260,1,0,0,밸브를 닫아줘.,Close the valve.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Valve).valve_close()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if (true) {\\n  (#Valve).valve_close()\\n""}",0.8,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
261,1,0,0,밸브를 열어줘.,Open the valve.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Valve).valve_open()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Valve).valve_open()""}",1.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
262,3,1,0,바깥 습도가 80퍼센트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the humidity outside is above 80 percent., ,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_humidityWeather >= 80) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#OutdoorHumiditySensor).outdoorHumidityMeasurement_humidity >= 80.0) {\\n  (#Alarm).alarmControl_sirenOn()\\n""}",0.588,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,3.591,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#WeatherProvider).weatherProvider_humidityWeather > 80.0)\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#WeatherProvider).weatherProvider_humidityWeather <= 80.0)\n(#Alarm).alarm_off()'}]",0.0,0.0,5.852,"[{'name': 'High Outdoor Humidity Alarm', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_humidityWeather > 80.0) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,1.644,"[{'name': 'SoundAlarmWhenHighHumidity', 'cron': '', 'period': 1000, 'code': 'if ((#WeatherProvider).weatherProvider_humidityWeather > 80.0) {\n  if (any(#Alarm).alarm_alarm != ""siren"") {\n    all(#Alarm).alarm_siren()\n  }\n}'}]",0.0,0.0,2.975
263,3,0,0,바깥의 미세먼지 농도가 100 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the particulate matter concentration outside is above 100., ,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm10Weather >= 100) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#AirQualitySensor).airQualitySensor_getPM10() >= 100) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.577,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
264,3,1,0,바깥의 초미세먼지 농도가 50 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the outside fine particulate matter concentration is above 50., ,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#AirQualitySensor).airQualitySensor_ultraFineDust > 50) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.549,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#AirQualityDetector).dustSensor_dustLevel > 50)\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#AirQualityDetector).dustSensor_dustLevel <= 50)\n(#Alarm).alarm_off()'}]",0.0,0.0,5.15,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#AirQualityDetector).dustSensor_dustLevel > 50)\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#AirQualityDetector).dustSensor_dustLevel <= 50)\n(#Alarm).alarm_off()'}]",0.0,0.0,5.717,"[{'name': 'AlarmOnFineParticulateAbove50', 'cron': '', 'period': 0, 'code': ""if ((#WeatherProvider).weatherProvider_pm25Weather > 50.0) {\n  if (any(#Alarm)) {\n    all(#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode('siren')\n  }\n}""}]",0.0,0.0,4.244,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_dustLevel > 50) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,2.354
265,2,0,0,기압이 1020hPa 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the barometric pressure is above 1020 hPa.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pressureWeather >= 1020) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Barometer).barometer_pressure >= 1020) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.753,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
266,2,0,0,현재 바깥의 기온이 30도 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if it's currently above 30 degrees outside.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_temperatureWeather >= 30) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Weather).weather_temperature >= 30.0) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.818,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
267,2,0,0,현재 날씨가 비가 오고 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the current weather is rainy.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Weather).weather_isRaining == true) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.442,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
268,3,0,0,"위도 37.5665, 경도 126.9780의 현재 날씨 정보를 스피커로 출력해줘.",Announce the current weather information for latitude 37.5665 and longitude 126.9780 via the speaker., ,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""weatherInfo = (#WeatherProvider).weatherProvider_getWeatherInfo(37.5665, 126.978)\n(#Speaker).mediaPlayback_speak(weatherInfo)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Weather).weatherInfo_getCurrentWeatherByLatLng(37.5665""}",0.496,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
269,3,1,0,창문이 열린 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if a window is open., ,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).windowState_isOpen == true) {\\n  (#Alarm).alarmControl_soundAlarm()\\n""}",0.527,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Window).windowControl_window == ""open"") {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,3.434,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Window).windowControl_window == ""open"") {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,4.18,"[{'name': 'AlarmSirenIfWindowOpen', 'cron': '', 'period': -1, 'code': 'if (any(#Window).windowControl_window == ""open"") {\n  if (any(#Alarm).alarm_alarm == ""siren"") {\n  } else if (any(#Alarm)) {\n    all(#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode(""siren"")\n  }\n}'}]",0.0,0.0,3.044,"[{'name': 'WindowOpenAlarm', 'cron': '', 'period': 1000, 'code': 'triggered := false\nif (any(#Window).windowControl_window == open) {\n  if (triggered == false) {\n    (#Alarm).alarm_siren()\n    triggered = true\n  }\n} else {\n  triggered = false\n  (#Alarm).alarm_off()\n}'}]",0.0,0.0,3.011
270,1,0,0,창문을 닫아줘.,Close the window.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Window).windowControl_close()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).windowState_isOpen == true) {\\n  (#Window).windowControl_close()\\n""}",0.602,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
271,1,0,0,창문을 열어줘.,Open a window.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Window).windowControl_open()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Window).windowControl_open()""}",1.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
272,2,1,0,낙상 감지 센서에서 낙상이 감지된 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if a fall is detected by the fall detection sensor.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#FallDetector).fallDetection_fall == \""fall\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#FallDetectionSensor).fallDetection_isFallen == true) {\\n  (#Alarm).alarm_sirenOn()\\n""}",0.628,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#FallDetector).fallDetection_fall == ""fall"")\n(#Alarm).alarm_siren()'}]",0.0,0.0,3.075,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#FallDetector).fallDetection_fall == ""fall"")\n(#Alarm).alarm_siren()'}]",0.0,0.0,3.884,"[{'name': 'FallDetectionAlarm', 'cron': '', 'period': -1, 'code': 'if ((#FallDetector).fallDetection_fall == fall) {\n  if (any(#Alarm).alarm_alarm != siren) {\n    if (any(#Alarm)) {\n      all(#Alarm).alarm_siren()\n    } else if (any(#Siren)) {\n      all(#Siren).switch_on()\n      all(#Siren).sirenMode_setSirenMode(siren)\n    }\n  }\n}'}]",0.0,0.0,3.828,"[{'name': 'FallDetectionAlarm', 'cron': '', 'period': -1, 'code': 'if ((#FallDetector).fallDetection_fall == fall) {\n  if (any(#Alarm)) {\n    all(#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode(siren)\n  }\n}'}]",0.0,0.0,3.151
273,2,1,0,점유 센서가 감지 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if an occupancy sensor is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#OccupancySensor).occupancySensor_occupancy == true) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.558,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#OccupancySensor).presenceSensor_presence == ""present"")\n(#Alarm).alarm_siren()'}]",0.0,0.0,3.094,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#OccupancySensor).presenceSensor_presence == ""present""\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until(#OccupancySensor).presenceSensor_presence == ""not_present""\n(#Alarm).alarm_off()'}]",0.0,0.0,5.217,"[{'name': 'Sound alarm on occupancy detected', 'cron': '', 'period': 100, 'code': 'triggered := false\nif (any(#OccupancySensor).presenceSensor_presence == present) {\n  if (triggered == false) {\n    all(#Alarm).alarm_siren()\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.0,0.0,1.857,"[{'name': 'OccupancyAlarm', 'cron': '', 'period': -1, 'code': 'if ((#OccupancySensor).presenceSensor_presence == present) {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,2.542
274,2,0,0,릴레이의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the relay is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Relay).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Relay).relay_isPowered == true) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.404,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
275,1,0,0,릴레이를 꺼줘.,Turn off the relay.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Relay).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Relay).relayState ==""}",0.444,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
276,1,0,0,릴레이를 켜줘.,Turn on the relay.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Relay).switch_on()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Relay).relayControl_on()""}",0.652,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
277,1,0,0,릴레이의 전원을 토글해줘.,Toggle the power of the relay.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Relay).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Relay).relay_togglePower()""}",0.692,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
278,1,1,0,테스트 타이머라는 이름의 60초 길이의 타이머를 추가해줘.,Add a 60-second timer named Test Timer.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_add(\""Test Timer\"", 60)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Timer).timer_addTimer(""}",0.884,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Timer).timer_add(name: ""Test Timer"", timeout: 60.0)'}]",0.0,0.0,3.165,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Timer).timer_add(name: ""Test Timer"", timeout: 60.0)'}]",0.0,0.0,3.903,"[{'name': 'AddTestTimer', 'cron': '', 'period': -1, 'code': '(#Timer).timer_add(""Test Timer"", 60)'}]",0.0,0.0,2.132,"[{'name': 'AddTestTimer', 'cron': '', 'period': -1, 'code': '(#Timer).timer_add(""Test Timer"", 60.0)'}]",0.0,0.0,2.277
279,2,0,0,테스트 타이머라는 이름의 타이머가 존재하면 알람의 사이렌을 울려줘.,"If a timer named Test Timer exists, sound the alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Timer).timer_isExist(\""Test Timer\"")) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TestTimer).testTimer_isExist == true) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.553,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
280,2,0,0,테스트 타이머라는 이름의 타이머가 하면 알람의 사이렌을 울려줘.,"if a timer named Test Timer goes off, sound an alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Timer).timer_isSet(\""Test Timer\"")) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TestTimer).testTimer_isTimerOn == true) {\\n  (#Alarm).alarm_sirenOn()\\n""}",0.495,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
281,1,0,0,테스트 타이머라는 이름의 타이머를 리셋해줘.,Reset a timer named Test Timer.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_reset(\""Test Timer\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TestTimer).timer_reset()""}",0.894,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
282,1,0,0,테스트 타이머라는 이름의 타이머를 120초로 설정해줘.,Set a timer named Test Timer to 120 seconds.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_set(\""Test Timer\"", 120)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Timer).timer_setTimer(""}",0.884,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
283,1,0,0,테스트 타이머라는 이름의 타이머를 시작해줘.,Start a timer named Test Timer.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_start(\""Test Timer\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TestTimer).testTimer_startTimer()""}",0.75,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
284,5,1,1,토양 수분이 30% 이하이고 조명이 꺼져 있으면 관개 장치를 작동시키고 조명을 켜 줘.,"If the soil moisture is below 30% and the lights are off, turn on the irrigator and the light.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0) and ((#Light).switch_switch == \""off\"")) {\n  (#Irrigator).switch_on()\n  (#Light).switch_on()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0 && (#Light).switch_switch ==""}",0.958,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) and ((#Light).switch_switch == ""off"") {\n  (#Irrigator).switch_on()\n  (#Light).switch_on()\n}'}]",0.0,0.0,4.905,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) and ((#Light).switch_switch == ""off"") {\n  (#Irrigator).switch_on()\n  (#Light).switch_on()\n}'}]",0.0,0.0,5.633,"[{'name': 'SoilMoistureBelow30AndLightOff', 'cron': '', 'period': -1, 'code': 'soilMoisture = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nlightSwitch = (#Light).switch_switch\nif ((soilMoisture < 30.0) and (lightSwitch == ""off"")) {\n  (#Irrigator).switch_on()\n  (#Light).switch_on()\n}'}]",0.0,0.0,2.375,"[{'name': 'IrrigationOnDrySoilWithLights', 'cron': '', 'period': -1, 'code': 'soilMoisture = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nlightSwitch = (#Light).switch_switch\nif ((soilMoisture < 30.0) and (lightSwitch == ""off"")) {\n  (#Irrigator).switch_on()\n  (#Light).switch_on()\n}'}]",0.0,0.0,3.434
