index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],connected_devices_dict,options_dict,response_time_korean,joi_pred_cloud_korean,response_time_english,joi_pred_cloud_english,cloud_similarity_cloud_korean,cloud_similarity_cloud_english,local_similarity
163,2,0,0,오늘 학생식당 점심 메뉴를 스피커로 출력해줘.,Announce today's 학생식당 lunch menu via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#MenuProvider).menuProvider_menu(\""오늘 학생식당 점심\"")\n(#Speaker).mediaPlayback_speak(menu)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Speaker).speaker_outputText(""}",0.406,,,,,,,,,0.0,0.0,
164,2,0,0,오늘의 메뉴를 스피커로 출력해줘.,Announce today's menu via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""menu = (#MenuProvider).menuProvider_todayMenu()\n(#Speaker).mediaPlayback_speak(menu)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Speaker).speaker_output(""}",0.315,,,,,,,,,0.0,0.0,
165,2,0,0,오늘의 식당을 스피커로 출력해줘.,Announce today's restaurant via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""place = (#MenuProvider).menuProvider_todayPlace()\n(#Speaker).mediaPlayback_speak(menu)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Speaker).speaker_output(""}",0.309,,,,,,,,,0.0,0.0,
166,2,1,0,모션 센서가 활성 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the motion sensor is active.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#MotionSensor).motionDetection_isMotionDetected == true) {\\n(#Alarm).alarmControl_soundAlarm()\\n""}",0.519,,,,,4.5204 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nif ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#Alarm).alarm_siren()\n}\n""}",4.7225 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") { (#Alarm).alarm_siren() }""}",1.0,0.95,1.0
167,2,1,0,움직임이 감지되고 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if motion is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#MotionDetector).motionDetection_isMotionDetected == true) {\\n(#Alarm).alarmControl_soundAlarm()\\n""}",0.467,0.0,,,,6.3717 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nif ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#Alarm).alarm_siren()\n}\n""}",6.9133 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"")\n(#Alarm).alarm_siren()""}",1.0,0.9,1.0
168,2,1,0,존재 감지 센서가 감지 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if a presence sensor is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#PresenceSensor).presenceSensor_isPresent == true) {\\n(#Alarm).alarm_siren_on()\\n""}",0.683,0.0,,,,3.3214 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nif ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n(#Alarm).alarm_siren()\n}\n""}",5.3048 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n(#Alarm).alarm_siren()\n}""}",1.0,0.85,1.0
169,2,0,0,펌프의 현재 동작 모드가 최대이면 알람의 사이렌을 울려줘.,Sound an alarm siren if the pump's current operating mode is maximum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).pumpOperationMode_currentOperationMode == \""maximum\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Pump).pump_getOperationMode() ==""}",0.736,,,,,,,,,0.0,0.0,
170,2,0,0,펌프의 설정 동작 모드가 기본이면 알람의 사이렌을 울려줘.,"If the pump's set operation mode is default, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).pumpOperationMode_operationMode == \""normal\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Pump).pump_mode ==""}",0.636,,,,,,,,,0.0,0.0,
171,2,0,0,펌프의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the pump is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Pump).pump_power == true) {\\n(#Alarm).alarm_siren_on()\\n""}",0.39,,,,,,,,,0.0,0.0,
172,2,0,0,펌프가 지원하는 모드를 스피커로 출력해줘.,Announce the modes supported by the pump via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""modes = (#Pump).pumpOperationMode_supportedOperationModes\n(#Speaker).mediaPlayback_speak(modes)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Speaker).speaker_outputText(""}",0.274,,,,,,,,,0.0,0.0,
173,2,1,0,펌프가 열려있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the pump is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).pump_pump == \""open\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Pump).pump_isOpen == true) {\\n(#Alarm).alarm_sound()\\n""}",0.5,0.0,,,,4.9956 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Pump).pump_pump == \""open\"") {\n(#Alarm).alarm_siren()\n}""}",6.1566 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nif ((#Pump).pump_pump == \""open\"") {\n(#Alarm).alarm_siren()\n}\n""}",1.0,0.85,1.0
174,2,0,0,펌프의 동작 모드를 최대로 설정해줘.,Set the pump's operation mode to maximum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pumpOperationMode_setOperationMode(\""maximum\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Pump).pumpMode_setMaxMode()""}",0.722,,,,,,,,,0.0,0.0,
175,1,0,0,펌프를 꺼줘.,Turn off the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Pump).pumpControl_stopPump()""}",0.52,,,,,,,,,0.0,0.0,
176,1,0,0,펌프를 켜줘.,Turn on the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).switch_on()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Pump).pumpController_turnOn()""}",0.52,,,,,,,,,0.0,0.0,
177,1,0,0,펌프의 전원을 토글해줘.,Toggle the power of the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Pump).pumpControl_status ==""}",0.407,,,,,,,,,0.0,0.0,
178,1,0,0,펌프를 닫아줘.,Close the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pump_close()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Pump).pumpControl_closePump()""}",0.784,,,,,,,,,0.0,0.0,
179,1,0,0,펌프를 열어줘.,Open the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pump_open()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Pump).pump_open()""}",1.0,,,,,,,,,0.0,0.0,
180,2,0,0,냉장고의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the refrigerator is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Fridge).power_status ==""}",0.492,,,,,,,,,0.0,0.0,
181,2,0,0,냉장고의 성에 제거 기능이 켜저 있으면 알람의 사이렌을 울려줘.,Sound an alarm siren if the refrigerator's defrost function is on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).refrigeration_defrost == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Fridge).defrostingMode_status == true) {\\n(#Alarm).alarm_sirenOn()\\n""}",0.364,,,,,,,,,0.0,0.0,
182,2,0,0,냉장고의 급속 냉각 기능이 꺼져 있으면 알람의 사이렌을 울려줘.,Sound an alarm siren if the refrigerator's rapid cooling function is turned off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).refrigeration_rapidCooling == \""off\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Refrigerator).rapidCoolingMode_status == false) {\\n(#Alarm).alarmSirens_activate()\\n""}",0.504,,,,,,,,,0.0,0.0,
183,2,0,0,냉장고의 급속 냉동 기능이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the refrigerator's rapid freezing function is on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).refrigeration_rapidFreezing == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Refrigerator).rapidFreeze_isRapidFreezeOn == true) {\\n(#Alarm).alarm_sirenOn()\\n""}",0.516,,,,,,,,,0.0,0.0,
184,1,0,0,냉장고를 꺼줘.,Turn off the refrigerator.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Refrigerator).refrigeratorControl_turnOff()""}",0.63,,,,,,,,,0.0,0.0,
185,1,0,0,냉장고의 전원을 토글해줘.,Toggle the refrigerator's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Fridge).power_status ==""}",0.345,,,,,,,,,0.0,0.0,
186,1,0,0,냉장고의 성에 제거 기능을 켜줘.,Turn on the refrigerator's defrost function.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).refrigeration_setDefrost(\""on\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Refrigerator).defrostMode_onDefrostMode()""}",0.714,,,,,,,,,0.0,0.0,
187,1,0,0,냉장고의 급속 냉각 기능을 켜줘.,Turn on the refrigerator's rapid cooling function.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).refrigeration_setRapidCooling(\""on\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Refrigerator).refrigeratorMode_quickCooling()""}",0.753,,,,,,,,,0.0,0.0,
188,1,0,0,냉장고의 급속 냉동 기능을 꺼줘.,Turn off the refrigerator's rapid freezing function.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).refrigeration_setRapidFreezing(\""off\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Refrigerator).refrigerator_quickFreeze_stop()""}",0.702,,,,,,,,,0.0,0.0,
189,2,0,0,로봇 청소기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the robot vacuum is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#RobotCleaner).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#VacuumCleaner).power_status ==""}",0.588,,,,,,,,,0.0,0.0,
190,2,0,0,로봇 청소기가 자동 모드이면 알람의 사이렌을 울려줘.,Sound an alarm siren if the robot vacuum is in automatic mode.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#RobotCleaner).robotCleanerCleaningMode_robotCleanerCleaningMode == \""auto\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#RobotVacuum).autoMode_status ==""}",0.438,,,,,,,,,0.0,0.0,
191,1,0,0,로봇 청소기를 꺼줘.,Turn off the robot vacuum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#VacuumCleaner).cleaningMode_status ==""}",0.377,,,,,,,,,0.0,0.0,
192,1,0,0,로봇 청소기를 켜줘.,Turn on the robot vacuum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).switch_on()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#RobotVacuum).vacuumController_turnOn()""}",0.418,,,,,,,,,0.0,0.0,
193,1,0,0,로봇 청소기의 전원을 토글해줘.,Toggle the robot vacuum's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#RobotVacuum).power_status ==""}",0.413,,,,,,,,,0.0,0.0,
194,1,0,0,로봇 청소기의 청소 모드를 수동으로 설정해줘.,Set the robot vacuum's cleaning mode to manual.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(\""manual\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#CleaningRobot).cleaningMode_setManual()""}",0.509,,,,,,,,,0.0,0.0,
195,2,0,0,쉐이드가 40퍼센트 이상 열려 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the shade is more than 40% open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Shade).windowShadeLevel_shadeLevel >= 40) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Shade).shade_status >= 40.0) {\\n(#Alarm).alarm_siren_on()\\n""}",0.734,,,,,,,,,0.0,0.0,
196,2,0,0,쉐이드가 완전히 열려 있는 상태면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the shade is fully open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Shade).windowShade_windowShade == \""open\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Shade).shade_status ==""}",0.635,,,,,,,,,0.0,0.0,
197,2,0,0,쉐이드가 지원하는 상태를 스피커로 출력해줘.,Announce the states supported by the shade via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""states = (#Shade).windowShade_supportedWindowShadeCommands\n(#Speaker).mediaPlayback_speak(states)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Shade).shade_getStatus()\\n(#Speaker).speaker_speak((#Shade).shade_getStatus())""}",0.491,,,,,,,,,0.0,0.0,
198,1,0,0,쉐이드를 50퍼 센트로 설정해줘.,Set the shade to 50 percent.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShadeLevel_setShadeLevel(50)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Shade).shade_setShade(50.0)""}",0.722,,,,,,,,,0.0,0.0,
199,1,0,0,쉐이드를 닫아줘.,Close the shade.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShade_close()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blindControl_isOpen == true) {\\n(#Blind).blindControl_close()\\n""}",0.306,,,,,,,,,0.0,0.0,
200,1,0,0,쉐이드를 열어줘.,Open the shade.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShade_open()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Blind).blindControl_open()""}",0.473,,,,,,,,,0.0,0.0,
201,1,0,0,쉐이드 움직임을 일시 중지해줘.,Pause the shade movement.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShade_pause()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Shade).shade_status ==""}",0.63,,,,,,,,,0.0,0.0,
202,2,0,0,사이렌이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the siren is on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Siren).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Alarm).alarm_isOn == true) {\\n(#Sirens).sirens_activate()\\n""}",0.395,,,,,,,,,0.0,0.0,
203,2,0,0,사이렌 모드가 사이렌이면 알람의 사이렌을 울려줘.,"If the siren mode is Siren, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Siren).sirenMode_sirenMode == \""siren\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#AlarmMode).alarmMode_currentMode ==""}",0.667,,,,,,,,,0.0,0.0,
204,1,0,0,사이렌을 꺼줘.,Turn off the siren.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Sirens).sirens_isOn == true) {\\n(#Sirens).sirens_turnOff()\\n""}",0.42,,,,,,,,,0.0,0.0,
205,1,0,0,사이렌을 켜줘.,Turn on the siren.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).switch_on()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Sirens).sirens_on()""}",0.78,,,,,,,,,0.0,0.0,
206,1,0,0,사이렌 전원을 토글해줘.,Toggle the siren power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Sirens).sirens_isOn == true) {\\n(#Sirens).sirens_turnOff()\\n""}",0.381,,,,,,,,,0.0,0.0,
207,1,0,0,사이렌 모드를 경광등으로 설정해줘.,Set the siren mode to strobe.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""strobe\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarmMode_setAlarmMode(""}",0.625,,,,,,,,,0.0,0.0,
208,2,0,0,스마트 플러그의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the smart plug is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SmartPlug).smartPlug_isPowerOn == true) {\\n(#Alarm).alarm_siren_on()\\n""}",0.436,,,,,,,,,0.0,0.0,
209,2,0,0,스마트 플러그의 전압이 220볼트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the smart plug is over 220 volts.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).voltageMeasurement_voltage >= 220) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SmartPlug).plug_voltage > 220) {\\n(#Alarm).alarm_siren_on()\\n""}",0.836,,,,,,,,,0.0,0.0,
210,2,0,0,스마트 플러그의 전류가 10암페어 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the smart plug is drawing more than 10 amps.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).currentMeasurement_current >= 10) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SmartPlug).smartPlug_current >= 10.0) {\\n(#Alarm).alarm_siren_on()\\n""}",0.786,,,,,,,,,0.0,0.0,
211,2,0,0,스마트 플러그의 소비 전력이 1000와트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if a smart plug draws more than 1000 watts.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).powerMeter_power >= 1000) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SmartPlug).smartPlug_powerConsumption >= 1000) {\\n(#Alarm).alarm_siren_on()\\n""}",0.794,,,,,,,,,0.0,0.0,
